Date,Open,High,Low,Close,Adj Close,Volume
2021-10-27,12.338000,12.442000,12.192000,12.268000,11.888213,19233474
2021-10-28,12.174000,12.224000,12.020000,12.164000,11.787433,16985428
2021-10-29,12.194000,12.484000,12.180000,12.404000,12.020003,26402029
2021-11-01,12.478000,12.796000,12.450000,12.746000,12.351416,24242601
2021-11-02,12.746000,12.832000,12.452000,12.540000,12.151793,21518514
2021-11-03,12.490000,12.496000,12.292000,12.380000,11.996746,16475518
2021-11-04,12.412000,12.640000,12.412000,12.560000,12.171174,16348057
2021-11-05,12.454000,12.740000,12.454000,12.672000,12.279706,14126171
2021-11-08,12.720000,12.834000,12.616000,12.682000,12.289397,13584199
2021-11-09,12.646000,12.754000,12.568000,12.620000,12.229316,10066288
2021-11-10,12.674000,12.826000,12.660000,12.664000,12.271954,16042075
2021-11-11,12.600000,12.698000,12.536000,12.646000,12.254511,10370345
2021-11-12,12.600000,12.620000,12.446000,12.512000,12.124660,13719125
2021-11-15,12.440000,12.586000,12.412000,12.546000,12.157606,10901389
2021-11-16,12.602000,12.698000,12.560000,12.598000,12.207996,12105355
2021-11-17,12.574000,12.666000,12.542000,12.592000,12.202183,10063683
2021-11-18,12.450000,12.488000,12.310000,12.430000,12.045198,18750020
2021-11-19,12.620000,12.762000,12.136000,12.168000,11.791309,27790201
2021-11-22,12.200000,12.360000,12.072000,12.328000,11.946356,16066193
2021-11-23,12.208000,12.472000,12.152000,12.380000,11.996746,14566945
2021-11-24,12.450000,12.552000,12.258000,12.370000,11.987056,14142661
2021-11-25,12.390000,12.398000,12.244000,12.296000,11.915346,10793759
2021-11-26,11.800000,11.828000,11.492000,11.530000,11.173059,36240991
2021-11-29,11.786000,12.016000,11.668000,11.800000,11.434702,22433835
2021-11-30,11.546000,11.700000,11.448000,11.642000,11.281592,26761672
2021-12-01,11.830000,12.060000,11.766000,11.904000,11.535482,17637484
2021-12-02,11.790000,11.986000,11.706000,11.940000,11.570367,18137069
2021-12-03,12.090000,12.214000,12.008000,12.010000,11.638201,18439109
2021-12-06,12.120000,12.360000,12.120000,12.292000,11.911470,13925642
2021-12-07,12.430000,12.616000,12.402000,12.568000,12.178926,15369236
2021-12-08,12.480000,12.550000,12.360000,12.390000,12.006436,11415930
2021-12-09,12.410000,12.422000,12.168000,12.266000,11.886275,12442861
2021-12-10,12.184000,12.366000,12.176000,12.206000,11.828133,8227832
2021-12-13,12.260000,12.278000,11.978000,12.020000,11.647891,12390937
2021-12-14,12.044000,12.186000,12.000000,12.148000,11.771928,11456932
2021-12-15,12.076000,12.120000,11.914000,12.000000,11.628510,14308412
2021-12-16,12.158000,12.266000,12.060000,12.198000,11.820380,17590204
2021-12-17,12.104000,12.176000,11.922000,12.052000,11.678900,19831352
2021-12-20,11.700000,11.834000,11.522000,11.834000,11.467649,16531786
2021-12-21,11.990000,12.198000,11.918000,12.180000,11.802938,11864621
2021-12-22,12.182000,12.196000,11.992000,12.174000,11.797123,9485605
2021-12-23,12.194000,12.338000,12.156000,12.240000,11.861080,9547017
2021-12-27,12.120000,12.310000,12.100000,12.294000,11.913408,6158602
2021-12-28,12.304000,12.470000,12.302000,12.404000,12.020003,9148633
2021-12-29,12.400000,12.476000,12.224000,12.280000,11.899841,9731333
2021-12-30,12.260000,12.300000,12.190000,12.220000,11.841700,8216497
2022-01-03,12.300000,12.478000,12.274000,12.408000,12.023879,9327410
2022-01-04,12.454000,12.708000,12.436000,12.610000,12.219625,15884351
2022-01-05,12.630000,12.778000,12.568000,12.756000,12.361106,16047955
2022-01-06,12.614000,12.794000,12.550000,12.650000,12.258387,15643210
2022-01-07,12.690000,12.800000,12.652000,12.790000,12.394053,12857361
2022-01-10,12.800000,12.882000,12.628000,12.684000,12.291335,13906778
2022-01-11,12.726000,12.820000,12.622000,12.810000,12.413435,10082884
2022-01-12,12.896000,13.086000,12.892000,13.052000,12.647943,22009160
2022-01-13,13.002000,13.054000,12.946000,13.024000,12.620810,13225765
2022-01-14,12.996000,13.184000,12.972000,13.160000,12.752599,15720891
2022-01-17,13.210000,13.270000,13.104000,13.212000,12.802989,12338054
2022-01-18,13.284000,13.334000,13.158000,13.270000,12.859194,18979901
2022-01-19,13.300000,13.474000,13.238000,13.420000,13.004550,19794212
2022-01-20,13.370000,13.404000,13.220000,13.290000,12.878574,19821766
2022-01-21,13.140000,13.206000,12.966000,13.106000,12.700271,17881760
2022-01-24,13.114000,13.170000,12.578000,12.686000,12.293273,20679442
2022-01-25,12.832000,13.142000,12.670000,13.094000,12.688643,18607939
2022-01-26,13.214000,13.488000,13.200000,13.484000,13.066569,24678628
2022-01-27,13.300000,13.840000,13.280000,13.812000,13.384415,25616509
2022-01-28,13.800000,13.802000,13.400000,13.574000,13.153783,19845858
2022-01-31,13.590000,13.640000,13.234000,13.308000,12.896017,20919460
2022-02-01,13.324000,13.456000,13.180000,13.456000,13.039436,16676711
2022-02-02,13.382000,13.498000,13.330000,13.356000,12.942532,13493904
2022-02-03,13.356000,13.420000,13.204000,13.288000,12.876637,13518177
2022-02-04,13.384000,13.562000,13.346000,13.480000,13.062693,17295995
2022-02-07,13.380000,13.418000,13.092000,13.186000,12.777794,16200649
2022-02-08,13.120000,13.318000,12.970000,13.036000,12.632438,12746726
2022-02-09,13.066000,13.330000,12.978000,13.252000,12.841751,12584136
2022-02-10,13.152000,13.366000,13.152000,13.298000,12.886327,10720904
2022-02-11,13.180000,13.556000,13.142000,13.528000,13.109206,14123872
2022-02-14,13.500000,13.592000,13.200000,13.324000,12.911522,20387459
2022-02-15,13.282000,13.432000,13.074000,13.172000,12.764228,15663413
2022-02-16,13.170000,13.378000,13.086000,13.308000,12.896017,13926631
2022-02-17,13.202000,13.380000,13.132000,13.334000,12.921212,14169615
2022-02-18,13.520000,13.600000,13.378000,13.470000,13.053002,19761436
2022-02-21,13.492000,13.536000,13.104000,13.314000,12.901832,15944636
2022-02-22,13.062000,13.548000,13.062000,13.492000,13.074321,18850071
2022-02-23,13.450000,13.618000,13.354000,13.426000,13.010364,14234323
2022-02-24,13.250000,13.718000,13.066000,13.362000,12.948346,35581182
2022-02-25,13.422000,13.830000,13.394000,13.780000,13.353405,28060530
2022-02-28,13.670000,13.906000,13.358000,13.832000,13.403795,27714174
2022-03-01,13.920000,14.398000,13.884000,14.252000,13.810793,34839560
2022-03-02,14.402000,14.572000,14.200000,14.530000,14.080187,29727128
2022-03-03,14.600000,14.852000,13.804000,13.866000,13.436743,27291045
2022-03-04,13.746000,13.782000,12.810000,12.854000,12.456072,32874311
2022-03-07,12.782000,13.668000,12.310000,13.406000,12.990984,35013621
2022-03-08,13.292000,13.770000,13.274000,13.670000,13.246811,24350724
2022-03-09,13.750000,13.900000,13.308000,13.602000,13.180916,23835591
2022-03-10,13.498000,13.608000,13.060000,13.104000,12.698333,21272480
2022-03-11,13.114000,13.480000,13.034000,13.036000,12.632438,15443864
2022-03-14,13.034000,13.118000,12.822000,12.978000,12.576233,14375697
2022-03-15,12.774000,12.924000,12.540000,12.924000,12.523905,19719778
2022-03-16,13.040000,13.124000,12.688000,12.770000,12.374673,20561605
2022-03-17,12.730000,13.174000,12.674000,13.110000,12.704146,23535647
2022-03-18,13.190000,13.200000,12.532000,12.728000,12.333972,29960266
2022-03-21,12.770000,13.238000,12.656000,13.094000,12.688643,18673723
2022-03-22,13.190000,13.434000,13.086000,13.104000,12.698333,15058029
2022-03-23,13.028000,13.398000,13.006000,13.222000,12.812680,15153328
2022-03-24,13.282000,13.486000,13.194000,13.314000,12.901832,11395491
2022-03-25,13.250000,13.544000,13.088000,13.464000,13.047188,11646774
2022-03-28,13.380000,13.726000,13.246000,13.272000,12.861132,13570473
2022-03-29,13.346000,13.558000,12.922000,13.096000,12.690580,17382862
2022-03-30,13.196000,13.382000,13.158000,13.382000,12.967727,12866099
2022-03-31,13.280000,13.466000,13.208000,13.294000,12.882450,10324704
2022-04-01,13.220000,13.458000,13.154000,13.414000,12.998735,9768288
2022-04-04,13.376000,13.506000,13.332000,13.442000,13.025869,8561573
2022-04-05,13.502000,13.566000,13.318000,13.508000,13.089827,8963221
2022-04-06,13.424000,13.582000,13.310000,13.388000,12.973540,11734380
2022-04-07,13.358000,13.518000,13.196000,13.262000,12.851441,10932585
2022-04-08,13.424000,13.818000,13.424000,13.818000,13.390229,15918230
2022-04-11,13.778000,14.084000,13.728000,13.796000,13.368910,10182489
2022-04-12,13.794000,13.950000,13.706000,13.866000,13.436743,9330978
2022-04-13,13.866000,14.280000,13.866000,14.174000,13.735208,15748581
2022-04-14,14.158000,14.268000,14.004000,14.200000,13.760403,12333670
2022-04-19,14.210000,14.430000,14.138000,14.150000,13.711950,11319929
2022-04-20,14.254000,14.278000,14.066000,14.228000,13.787536,10261390
2022-04-21,14.294000,14.298000,14.000000,14.000000,13.566595,11387400
2022-04-22,13.730000,13.770000,13.464000,13.580000,13.159596,15981425
2022-04-25,13.302000,13.330000,12.930000,12.930000,12.529719,19172922
2022-04-26,13.184000,13.224000,12.780000,12.958000,12.556852,14584407
2022-04-27,12.964000,13.020000,12.806000,12.930000,12.529719,10301442
2022-04-28,13.008000,13.310000,12.962000,13.158000,12.750661,9925222
2022-04-29,13.450000,13.464000,13.170000,13.390000,12.975479,12047757
2022-05-02,13.278000,13.488000,13.110000,13.200000,12.791361,10101913
2022-05-03,13.306000,13.550000,13.066000,13.528000,13.109206,11352948
2022-05-04,13.524000,13.732000,13.524000,13.600000,13.178978,10937079
2022-05-05,13.740000,13.794000,13.428000,13.510000,13.091764,9047418
2022-05-06,13.550000,13.840000,13.514000,13.604000,13.182854,11964854
2022-05-09,13.638000,13.736000,13.026000,13.078000,12.673138,12271233
2022-05-10,13.160000,13.418000,13.046000,13.258000,12.847566,11465475
2022-05-11,13.300000,13.620000,13.212000,13.620000,13.198359,10849388
2022-05-12,13.378000,13.530000,13.270000,13.356000,12.942532,10580131
2022-05-13,13.530000,13.640000,13.344000,13.640000,13.217740,9604893
2022-05-16,13.586000,13.886000,13.564000,13.826000,13.397982,9820136
2022-05-17,13.950000,14.168000,13.892000,13.932000,13.500700,12180448
2022-05-18,13.812000,14.144000,13.810000,13.832000,13.403795,11314162
2022-05-19,13.788000,13.950000,13.624000,13.786000,13.359220,15046537
2022-05-20,13.928000,14.120000,13.820000,13.890000,13.460000,17198097
2022-05-23,13.624000,13.822000,13.612000,13.714000,13.714000,13271908
2022-05-24,13.620000,13.686000,13.502000,13.610000,13.610000,9516370
2022-05-25,13.740000,14.120000,13.724000,14.120000,14.120000,17831449
2022-05-26,14.120000,14.246000,14.054000,14.246000,14.246000,10961160
2022-05-27,14.260000,14.336000,14.078000,14.192000,14.192000,11271087
2022-05-30,14.250000,14.274000,14.026000,14.200000,14.200000,8656883
2022-05-31,14.300000,14.478000,14.198000,14.198000,14.198000,20843817
2022-06-01,14.198000,14.318000,14.050000,14.098000,14.098000,12269529
2022-06-02,14.150000,14.150000,13.966000,14.072000,14.072000,7555112
2022-06-03,14.130000,14.258000,14.054000,14.258000,14.258000,8852539
2022-06-06,14.326000,14.598000,14.304000,14.432000,14.432000,13025445
2022-06-07,14.428000,14.508000,14.284000,14.428000,14.428000,11093002
2022-06-08,14.530000,14.556000,14.302000,14.392000,14.392000,9910104
2022-06-09,14.380000,14.450000,14.026000,14.026000,14.026000,14315519
2022-06-10,14.018000,14.020000,13.240000,13.240000,13.240000,22774413
2022-06-13,13.062000,13.138000,12.792000,12.978000,12.978000,16703779
2022-06-14,13.140000,13.352000,12.762000,13.170000,13.170000,12124965
2022-06-15,13.296000,13.392000,12.936000,13.254000,13.254000,14258080
2022-06-16,13.210000,13.302000,12.486000,12.606000,12.606000,25435857
2022-06-17,12.574000,12.722000,12.006000,12.010000,12.010000,27990234
2022-06-20,12.090000,12.270000,12.032000,12.044000,12.044000,11731385
2022-06-21,12.154000,12.236000,12.008000,12.080000,12.080000,10985501
2022-06-22,11.766000,11.814000,11.562000,11.660000,11.660000,17707302
2022-06-23,11.510000,11.842000,11.338000,11.430000,11.430000,15465466
2022-06-24,11.280000,11.708000,11.210000,11.666000,11.666000,14695680
2022-06-27,11.588000,11.754000,11.406000,11.430000,11.430000,16186512
2022-06-28,11.516000,11.720000,11.492000,11.500000,11.500000,11782048
2022-06-29,11.456000,11.940000,11.430000,11.602000,11.602000,14245962
2022-06-30,11.500000,11.560000,11.224000,11.328000,11.328000,13465225
2022-07-01,11.300000,11.450000,11.134000,11.228000,11.228000,10140782
2022-07-04,11.414000,11.628000,11.414000,11.498000,11.498000,11895933
2022-07-05,11.512000,11.524000,10.754000,10.832000,10.832000,21932084
2022-07-06,10.950000,11.080000,10.632000,10.756000,10.756000,16034945
2022-07-07,10.898000,11.180000,10.882000,11.046000,11.046000,17104234
2022-07-08,11.046000,11.352000,10.972000,11.226000,11.226000,12923833
2022-07-11,11.100000,11.316000,11.018000,11.200000,11.200000,10096639
2022-07-12,11.180000,11.330000,11.006000,11.138000,11.138000,10193478
2022-07-13,11.144000,11.254000,10.946000,11.116000,11.116000,10229951
2022-07-14,11.020000,11.156000,10.500000,10.644000,10.644000,18198463
2022-07-15,10.654000,10.996000,10.578000,10.838000,10.838000,14967921
2022-07-18,10.890000,11.186000,10.870000,11.014000,11.014000,10679802
2022-07-19,10.978000,11.360000,10.956000,11.304000,11.304000,12975328
2022-07-20,11.400000,11.410000,11.100000,11.174000,11.174000,9352632
2022-07-21,10.960000,11.148000,10.740000,11.000000,11.000000,11031394
2022-07-22,10.998000,11.142000,10.926000,10.970000,10.970000,9676893
2022-07-25,10.920000,11.088000,10.798000,11.062000,11.062000,8858839
2022-07-26,11.142000,11.228000,11.014000,11.020000,11.020000,10479759
2022-07-27,11.130000,11.288000,11.068000,11.200000,11.200000,8704917
2022-07-28,11.330000,11.354000,11.028000,11.092000,11.092000,11750707
2022-07-29,11.316000,11.844000,11.184000,11.716000,11.716000,21159221
2022-08-01,11.730000,12.118000,11.702000,11.702000,11.702000,15527324
2022-08-02,11.720000,11.776000,11.382000,11.444000,11.444000,15408263
2022-08-03,11.490000,11.544000,11.304000,11.400000,11.400000,14708791
2022-08-04,11.302000,11.570000,11.272000,11.390000,11.390000,13633577
2022-08-05,11.330000,11.556000,11.288000,11.456000,11.456000,12122650
2022-08-08,11.568000,11.658000,11.372000,11.446000,11.446000,8746013
2022-08-09,11.470000,11.604000,11.364000,11.492000,11.492000,8793567
2022-08-10,11.482000,11.560000,11.286000,11.424000,11.424000,8666139
2022-08-11,11.490000,11.620000,11.460000,11.590000,11.590000,8666810
2022-08-12,11.680000,11.788000,11.576000,11.630000,11.630000,7423167
2022-08-16,11.608000,11.720000,11.512000,11.578000,11.578000,8205962
2022-08-17,11.600000,11.744000,11.570000,11.692000,11.692000,8577984
2022-08-18,11.738000,11.934000,11.696000,11.934000,11.934000,8843209
2022-08-19,11.902000,12.006000,11.722000,11.770000,11.770000,8503102
2022-08-22,11.750000,11.962000,11.544000,11.838000,11.838000,9397201
