# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v3.2 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2019-06-01T00:00:00.0
# Date end (ISO 8601): 2019-07-01T00:00:00.0
# Latitude (positive North, ISO 19115): 49.6100
# Longitude (positive East, ISO 19115): 6.1300
# Altitude (m): 304.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2020-10-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2019-06-17T18:00:00.0/2019-06-17T19:00:00.0;217.4423;112.5419;66.5394;46.0025;381.1414;101.9245;46.7147;55.2098;275.4198;1.0000
2019-06-17T19:00:00.0/2019-06-17T20:00:00.0;37.7205;12.6416;3.9126;8.7290;60.7998;12.6416;3.9126;8.7290;60.7998;1.0000
2019-06-17T20:00:00.0/2019-06-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T21:00:00.0/2019-06-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T22:00:00.0/2019-06-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-17T23:00:00.0/2019-06-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T00:00:00.0/2019-06-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T01:00:00.0/2019-06-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T02:00:00.0/2019-06-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T03:00:00.0/2019-06-18T04:00:00.0;16.5946;4.9127;1.1168;3.7959;24.8688;1.6834;0.0000;1.6834;0.0000;0.7667
2019-06-18T04:00:00.0/2019-06-18T05:00:00.0;175.0179;85.9466;48.5049;37.4417;334.0630;74.7539;32.1415;42.6124;184.2222;1.0000
2019-06-18T05:00:00.0/2019-06-18T06:00:00.0;376.6088;235.5521;170.1313;65.4208;587.5756;216.7997;140.0056;76.7941;494.4066;1.0000
2019-06-18T06:00:00.0/2019-06-18T07:00:00.0;579.7143;403.6671;320.4107;83.2564;726.0533;361.8631;233.3931;128.4700;525.0741;1.0000
2019-06-18T07:00:00.0/2019-06-18T08:00:00.0;770.4977;567.6021;472.3460;95.2561;807.3395;485.7034;256.9467;228.7568;438.5981;1.0000
2019-06-18T08:00:00.0/2019-06-18T09:00:00.0;935.9612;712.3886;609.0847;103.3039;857.7973;622.3846;357.6487;264.7359;503.1681;1.0000
2019-06-18T09:00:00.0/2019-06-18T10:00:00.0;1064.8320;824.5368;715.4327;109.1041;886.0156;727.0737;430.3029;296.7709;533.0170;1.0000
2019-06-18T10:00:00.0/2019-06-18T11:00:00.0;1148.3301;895.3295;782.0497;113.2798;898.2136;778.8872;438.7165;340.1707;503.7589;1.0000
2019-06-18T11:00:00.0/2019-06-18T12:00:00.0;1180.7675;921.2568;805.6698;115.5870;899.9477;830.7650;505.2451;325.5199;564.3668;1.0000
2019-06-18T12:00:00.0/2019-06-18T13:00:00.0;1159.9358;894.9595;763.8330;131.1264;868.3250;735.4890;404.0526;331.4364;457.8400;1.0000
2019-06-18T13:00:00.0/2019-06-18T14:00:00.0;1087.2570;817.8635;660.5110;157.3525;800.6902;639.2606;303.2047;336.0559;370.5784;1.0000
2019-06-18T14:00:00.0/2019-06-18T15:00:00.0;967.6860;699.9440;526.7613;173.1827;716.7815;566.0129;266.0654;299.9475;364.8952;1.0000
2019-06-18T15:00:00.0/2019-06-18T16:00:00.0;809.3732;555.9883;389.2190;166.7693;632.9383;472.4312;230.5531;241.8782;374.7643;1.0000
2019-06-18T16:00:00.0/2019-06-18T17:00:00.0;623.1079;398.0166;257.8568;140.1598;542.8893;345.4430;173.0779;172.3651;360.1453;1.0000
2019-06-18T17:00:00.0/2019-06-18T18:00:00.0;421.5829;236.0286;131.9950;104.0336;406.1947;188.1149;67.6308;120.4841;205.0990;1.0000
2019-06-18T18:00:00.0/2019-06-18T19:00:00.0;218.5293;94.4063;37.6638;56.7425;210.5167;73.3467;9.2098;64.1370;45.0383;1.0000
2019-06-18T19:00:00.0/2019-06-18T20:00:00.0;38.4080;10.7362;1.6910;9.0452;25.7229;9.7393;0.0109;9.7284;0.1442;0.9167
2019-06-18T20:00:00.0/2019-06-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T21:00:00.0/2019-06-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T22:00:00.0/2019-06-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-18T23:00:00.0/2019-06-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T00:00:00.0/2019-06-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T01:00:00.0/2019-06-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T02:00:00.0/2019-06-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T03:00:00.0/2019-06-19T04:00:00.0;16.4807;4.5788;0.8274;3.7514;18.5032;1.6177;0.0399;1.5778;0.7076;0.7667
2019-06-19T04:00:00.0/2019-06-19T05:00:00.0;174.6484;81.0584;41.3099;39.7485;281.9633;77.9367;40.2716;37.6652;270.0231;1.0000
2019-06-19T05:00:00.0/2019-06-19T06:00:00.0;376.1403;227.6511;156.4022;71.2490;539.4126;209.8179;131.2211;78.5968;463.2806;1.0000
2019-06-19T06:00:00.0/2019-06-19T07:00:00.0;579.1975;393.4759;301.6218;91.8541;683.8891;289.0598;120.4458;168.6140;281.5649;1.0000
2019-06-19T07:00:00.0/2019-06-19T08:00:00.0;769.9863;553.5977;445.8533;107.7444;762.4246;123.6095;11.1608;112.4487;19.2245;1.0000
2019-06-19T08:00:00.0/2019-06-19T09:00:00.0;935.5082;694.3543;574.9711;119.3832;810.0273;351.3005;88.7795;262.5209;119.9788;1.0000
2019-06-19T09:00:00.0/2019-06-19T10:00:00.0;1064.4858;803.5895;670.9164;132.6730;831.1057;630.2512;291.5155;338.7357;361.3886;1.0000
2019-06-19T10:00:00.0/2019-06-19T11:00:00.0;1148.1315;873.0726;724.4568;148.6158;832.1251;530.1541;149.1237;381.0303;172.2127;1.0000
2019-06-19T11:00:00.0/2019-06-19T12:00:00.0;1180.7463;897.8238;735.6991;162.1247;821.6786;689.3518;311.7467;377.6052;347.9560;1.0000
2019-06-19T12:00:00.0/2019-06-19T13:00:00.0;1160.1097;877.2023;709.8979;167.3043;806.9045;822.2875;655.1192;167.1683;744.8945;1.0000
2019-06-19T13:00:00.0/2019-06-19T14:00:00.0;1087.6296;812.4578;647.9999;164.4579;785.4575;743.2201;516.9860;226.2341;626.6570;1.0000
2019-06-19T14:00:00.0/2019-06-19T15:00:00.0;968.2468;706.7831;549.4145;157.3686;747.6940;534.2869;234.1071;300.1798;315.3358;1.0000
2019-06-19T15:00:00.0/2019-06-19T16:00:00.0;810.0983;570.1701;428.2788;141.8913;696.1375;167.3960;13.5202;153.8757;21.7599;1.0000
2019-06-19T16:00:00.0/2019-06-19T17:00:00.0;623.9617;414.4196;296.0779;118.3416;623.3405;148.7882;34.1191;114.6690;79.5068;1.0000
2019-06-19T17:00:00.0/2019-06-19T18:00:00.0;422.5206;252.9826;164.4636;88.5190;507.3467;192.1302;104.2174;87.9128;303.1502;1.0000
2019-06-19T18:00:00.0/2019-06-19T19:00:00.0;219.5000;106.0231;54.7239;51.2992;309.5053;65.6249;4.8926;60.7602;27.3786;1.0000
2019-06-19T19:00:00.0/2019-06-19T20:00:00.0;39.0546;12.3350;3.1406;9.1944;47.6384;11.1710;0.0189;11.1521;0.2596;0.9000
2019-06-19T20:00:00.0/2019-06-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T21:00:00.0/2019-06-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T22:00:00.0/2019-06-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-19T23:00:00.0/2019-06-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T00:00:00.0/2019-06-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T01:00:00.0/2019-06-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T02:00:00.0/2019-06-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T03:00:00.0/2019-06-20T04:00:00.0;16.3130;4.3580;0.6176;3.7405;13.8631;1.4678;0.0000;1.4678;0.0000;0.7667
2019-06-20T04:00:00.0/2019-06-20T05:00:00.0;174.1580;77.0458;34.6173;42.4285;235.0446;28.8936;0.4285;28.6398;2.3231;1.0000
2019-06-20T05:00:00.0/2019-06-20T06:00:00.0;375.5630;218.7801;138.0267;80.7534;475.9449;80.2233;3.4548;76.7685;12.1308;1.0000
2019-06-20T06:00:00.0/2019-06-20T07:00:00.0;578.5842;383.2536;276.6966;106.5570;627.1828;97.9888;7.5809;90.4079;17.1706;1.0000
2019-06-20T07:00:00.0/2019-06-20T08:00:00.0;769.3901;545.8023;422.3845;123.4178;722.3863;282.3183;65.0785;217.2398;110.1836;1.0000
2019-06-20T08:00:00.0/2019-06-20T09:00:00.0;934.9805;690.1321;556.0869;134.0451;783.5679;322.4040;58.0818;264.3222;80.7677;1.0000
2019-06-20T09:00:00.0/2019-06-20T10:00:00.0;1064.0730;805.4286;669.0368;136.3918;828.6751;522.3726;224.3260;298.0467;275.2282;1.0000
2019-06-20T10:00:00.0/2019-06-20T11:00:00.0;1147.8715;882.7960;751.7943;131.0016;863.4514;656.9514;278.8616;378.0898;319.2222;1.0000
2019-06-20T11:00:00.0/2019-06-20T12:00:00.0;1180.6664;915.2349;792.7238;122.5111;885.2809;805.6713;456.6331;349.0381;509.9782;1.0000
2019-06-20T12:00:00.0/2019-06-20T13:00:00.0;1160.2239;897.5565;778.3900;119.1665;884.5306;552.9952;214.8508;338.1444;242.0237;1.0000
2019-06-20T13:00:00.0/2019-06-20T14:00:00.0;1087.9382;831.1650;710.2745;120.8905;860.5794;480.9780;117.0823;363.8957;141.9982;1.0000
2019-06-20T14:00:00.0/2019-06-20T15:00:00.0;968.7366;723.9850;604.4401;119.5449;822.1002;603.6258;343.1182;260.5077;465.9930;1.0000
2019-06-20T15:00:00.0/2019-06-20T16:00:00.0;810.7428;585.7312;471.9339;113.7973;766.3141;261.6446;50.6150;211.0296;78.1475;1.0000
2019-06-20T16:00:00.0/2019-06-20T17:00:00.0;624.7237;427.0964;325.0213;102.0751;683.2536;250.0228;77.5934;172.4293;176.2846;1.0000
2019-06-20T17:00:00.0/2019-06-20T18:00:00.0;423.3544;261.0936;178.8935;82.2001;550.3547;212.3924;99.9584;112.4340;300.8677;1.0000
2019-06-20T18:00:00.0/2019-06-20T19:00:00.0;220.3547;109.7749;59.5802;50.1947;336.4706;104.8876;54.8892;49.9984;316.2921;1.0000
2019-06-20T19:00:00.0/2019-06-20T20:00:00.0;39.5963;12.9443;3.6150;9.3294;55.0378;12.9443;3.6097;9.3347;54.9189;0.9000
2019-06-20T20:00:00.0/2019-06-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T21:00:00.0/2019-06-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T22:00:00.0/2019-06-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-20T23:00:00.0/2019-06-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T00:00:00.0/2019-06-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T01:00:00.0/2019-06-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T02:00:00.0/2019-06-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T03:00:00.0/2019-06-21T04:00:00.0;16.0910;4.6763;0.9590;3.7173;21.3686;4.1689;0.0004;4.1686;0.0069;0.7667
2019-06-21T04:00:00.0/2019-06-21T05:00:00.0;173.5454;83.3960;43.9146;39.4815;303.4331;68.6200;9.4579;59.1621;54.1936;1.0000
2019-06-21T05:00:00.0/2019-06-21T06:00:00.0;374.8760;231.8572;159.9145;71.9427;553.8848;211.1436;134.1144;77.0293;448.3020;1.0000
2019-06-21T06:00:00.0/2019-06-21T07:00:00.0;577.8737;401.7425;309.5221;92.2204;702.7622;383.5756;299.1075;84.4681;679.1699;1.0000
2019-06-21T07:00:00.0/2019-06-21T08:00:00.0;768.7084;569.3772;465.7761;103.6011;797.3540;544.3995;449.1630;95.2366;768.8975;1.0000
2019-06-21T08:00:00.0/2019-06-21T09:00:00.0;934.3776;718.1303;608.7782;109.3521;858.3040;690.2245;586.4446;103.7800;826.9061;1.0000
2019-06-21T09:00:00.0/2019-06-21T10:00:00.0;1063.5929;834.8599;721.2877;113.5722;893.8589;804.8370;688.9833;115.8537;853.8479;1.0000
2019-06-21T10:00:00.0/2019-06-21T11:00:00.0;1147.5494;910.5523;793.0730;117.4793;911.0656;884.2740;762.1720;122.1021;875.5219;1.0000
2019-06-21T11:00:00.0/2019-06-21T12:00:00.0;1180.5264;940.4766;821.2417;119.2348;917.1162;918.7664;795.7345;123.0319;888.6290;1.0000
2019-06-21T12:00:00.0/2019-06-21T13:00:00.0;1160.2767;920.7850;797.9495;122.8354;906.5768;895.1171;770.7798;124.3373;875.6835;1.0000
2019-06-21T13:00:00.0/2019-06-21T14:00:00.0;1088.1813;852.7698;725.0145;127.7553;878.0899;820.2983;694.7250;125.5733;841.4053;1.0000
2019-06-21T14:00:00.0/2019-06-21T15:00:00.0;969.1534;742.8297;613.8098;129.0199;834.3076;711.2689;591.7679;119.5009;804.4246;1.0000
2019-06-21T15:00:00.0/2019-06-21T16:00:00.0;811.3048;600.5401;478.1390;122.4011;775.7728;572.5569;462.9942;109.5628;751.2377;1.0000
2019-06-21T16:00:00.0/2019-06-21T17:00:00.0;625.3917;437.4306;330.2283;107.2023;693.4268;416.7503;321.3391;95.4111;674.9205;1.0000
2019-06-21T17:00:00.0/2019-06-21T18:00:00.0;424.0818;267.3490;182.7525;84.5965;561.3674;254.5203;178.8290;75.6914;549.3815;1.0000
2019-06-21T18:00:00.0/2019-06-21T19:00:00.0;221.0904;112.0492;60.6476;51.4016;340.6205;108.5523;60.3857;48.1666;339.6738;0.7500
2019-06-21T19:00:00.0/2019-06-21T20:00:00.0;40.0543;13.1612;3.5910;9.5702;54.1974;13.1612;3.5760;9.5852;53.8697;0.9000
2019-06-21T20:00:00.0/2019-06-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T21:00:00.0/2019-06-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T22:00:00.0/2019-06-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-21T23:00:00.0/2019-06-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T00:00:00.0/2019-06-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T01:00:00.0/2019-06-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T02:00:00.0/2019-06-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T03:00:00.0/2019-06-22T04:00:00.0;15.8156;4.1154;0.5235;3.5920;11.7671;3.6731;0.0001;3.6729;0.0026;0.7667
2019-06-22T04:00:00.0/2019-06-22T05:00:00.0;172.8129;72.8374;29.0243;43.8132;198.3706;58.9805;5.3758;53.6048;30.3030;1.0000
2019-06-22T05:00:00.0/2019-06-22T06:00:00.0;374.0813;207.8245;116.9928;90.8317;404.7188;151.8467;45.8966;105.9500;151.6430;1.0000
2019-06-22T06:00:00.0/2019-06-22T07:00:00.0;577.0679;368.1565;240.1728;127.9837;545.1818;307.4419;134.2708;173.1711;304.6181;1.0000
2019-06-22T07:00:00.0/2019-06-22T08:00:00.0;767.9430;529.2609;375.1444;154.1165;642.4202;446.2046;214.3374;231.8672;366.4438;1.0000
2019-06-22T08:00:00.0/2019-06-22T09:00:00.0;933.7009;672.4042;499.8987;172.5055;705.0905;567.4283;283.5896;283.8387;401.2415;1.0000
2019-06-22T09:00:00.0/2019-06-22T10:00:00.0;1063.0469;785.7676;603.8985;181.8691;748.5121;545.8049;207.0865;338.7184;257.3992;1.0000
2019-06-22T10:00:00.0/2019-06-22T11:00:00.0;1147.1665;860.2348;677.4233;182.8115;778.3149;612.1926;233.1637;379.0289;266.9963;1.0000
2019-06-22T11:00:00.0/2019-06-22T12:00:00.0;1180.3271;889.4232;710.2867;179.1365;793.2349;395.9303;66.7375;329.1928;74.6272;1.0000
2019-06-22T12:00:00.0/2019-06-22T13:00:00.0;1160.2689;872.5472;700.2736;172.2736;795.5596;366.3498;56.6863;309.6635;63.8842;1.0000
2019-06-22T13:00:00.0/2019-06-22T14:00:00.0;1088.3589;811.1508;648.4905;162.6602;785.2853;239.3265;12.5619;226.9777;15.5068;1.0000
2019-06-22T14:00:00.0/2019-06-22T15:00:00.0;969.4974;709.0280;559.2622;149.7658;759.9723;339.9285;61.6556;278.2739;81.7155;1.0000
2019-06-22T15:00:00.0/2019-06-22T16:00:00.0;811.7841;573.3445;438.1458;135.1987;710.2349;259.3691;39.3924;219.9767;63.4802;1.0000
2019-06-22T16:00:00.0/2019-06-22T17:00:00.0;625.9656;415.4020;298.2653;117.1367;625.3312;133.6168;9.2041;124.4127;19.0977;0.7500
2019-06-22T17:00:00.0/2019-06-22T18:00:00.0;424.7027;251.4484;160.5599;90.8885;491.5904;140.6573;28.8198;111.8375;96.3656;1.0000
2019-06-22T18:00:00.0/2019-06-22T19:00:00.0;221.7073;103.5440;50.0637;53.4803;278.1567;68.1679;6.1667;62.0012;31.3183;1.0000
2019-06-22T19:00:00.0/2019-06-22T20:00:00.0;40.4288;12.0647;2.5794;9.4853;38.1936;6.3228;0.0097;6.3132;0.2032;1.0000
2019-06-22T20:00:00.0/2019-06-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T21:00:00.0/2019-06-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T22:00:00.0/2019-06-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-22T23:00:00.0/2019-06-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T00:00:00.0/2019-06-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T01:00:00.0/2019-06-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T02:00:00.0/2019-06-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T03:00:00.0/2019-06-23T04:00:00.0;15.4684;3.8614;0.4399;3.4214;10.0276;1.3287;0.0000;1.3287;0.0000;0.7833
2019-06-23T04:00:00.0/2019-06-23T05:00:00.0;171.9614;70.1427;26.7611;43.3816;182.7226;62.5507;19.4553;43.0954;111.8073;1.0000
2019-06-23T05:00:00.0/2019-06-23T06:00:00.0;373.1801;203.0348;111.8937;91.1411;387.5232;194.1899;116.5044;77.6855;404.0477;1.0000
2019-06-23T06:00:00.0/2019-06-23T07:00:00.0;576.1679;362.5715;233.9573;128.6142;531.6235;342.2574;232.9722;109.2852;530.0967;1.0000
2019-06-23T07:00:00.0/2019-06-23T08:00:00.0;767.0949;523.7515;369.3627;154.3888;633.0385;488.5256;358.0750;130.4506;613.9191;1.0000
2019-06-23T08:00:00.0/2019-06-23T09:00:00.0;932.9515;667.5891;495.6257;171.9634;699.4863;618.3567;468.5489;149.8078;661.6967;1.0000
2019-06-23T09:00:00.0/2019-06-23T10:00:00.0;1062.4355;783.7023;606.3649;177.3373;751.7919;489.1922;138.4066;350.7856;173.3080;1.0000
2019-06-23T10:00:00.0/2019-06-23T11:00:00.0;1146.7229;862.9764;692.0773;170.8991;795.3064;784.3674;611.4541;172.9132;701.2690;1.0000
2019-06-23T11:00:00.0/2019-06-23T12:00:00.0;1180.0687;897.3163;737.9861;159.3302;824.2433;850.0699;709.4497;140.6203;792.3696;1.0000
2019-06-23T12:00:00.0/2019-06-23T13:00:00.0;1160.2003;881.7299;730.5936;151.1362;829.9254;831.7661;692.3191;139.4469;786.3557;1.0000
2019-06-23T13:00:00.0/2019-06-23T14:00:00.0;1088.4708;817.6111;669.6993;147.9118;810.7266;675.1624;348.0195;327.1429;418.5405;1.0000
2019-06-23T14:00:00.0/2019-06-23T15:00:00.0;969.7678;712.7967;571.5801;141.2166;776.2975;587.9293;295.1345;292.7948;399.1669;1.0000
2019-06-23T15:00:00.0/2019-06-23T16:00:00.0;812.1798;575.2496;444.4603;130.7893;719.9921;428.2173;164.8989;263.3184;269.2931;1.0000
2019-06-23T16:00:00.0/2019-06-23T17:00:00.0;626.4443;416.3574;301.4454;114.9120;631.3611;345.9449;157.2074;188.7376;330.5149;1.0000
2019-06-23T17:00:00.0/2019-06-23T18:00:00.0;425.2161;251.6467;161.2277;90.4189;492.7857;204.9842;82.2799;122.7043;249.9624;1.0000
2019-06-23T18:00:00.0/2019-06-23T19:00:00.0;222.2043;103.3850;49.5437;53.8414;274.1548;81.0342;13.7417;67.2925;66.8455;1.0000
2019-06-23T19:00:00.0/2019-06-23T20:00:00.0;40.7500;12.1240;2.4848;9.6393;36.5179;10.9600;0.0174;10.9426;0.2549;0.8833
2019-06-23T20:00:00.0/2019-06-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T21:00:00.0/2019-06-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T22:00:00.0/2019-06-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-23T23:00:00.0/2019-06-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-24T00:00:00.0/2019-06-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-24T01:00:00.0/2019-06-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-24T02:00:00.0/2019-06-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-06-24T03:00:00.0/2019-06-24T04:00:00.0;15.1022;3.6620;0.3361;3.3259;7.7605;1.2303;0.0000;1.2303;0.0000;0.7833
2019-06-24T04:00:00.0/2019-06-24T05:00:00.0;170.9922;67.7319;24.0680;43.6639;163.0758;60.3436;22.3169;38.0267;138.9073;1.0000
2019-06-24T05:00:00.0/2019-06-24T06:00:00.0;372.1734;200.8212;110.1398;90.6814;381.3365;192.0765;114.7511;77.3255;398.0367;1.0000
2019-06-24T06:00:00.0/2019-06-24T07:00:00.0;575.1749;362.4819;238.8438;123.6381;543.2812;342.2763;236.6699;105.6064;539.0897;1.0000
2019-06-24T07:00:00.0/2019-06-24T08:00:00.0;766.1652;525.9199;383.1166;142.8033;657.1691;491.3730;369.0273;122.3458;633.2604;1.0000
2019-06-24T08:00:00.0/2019-06-24T09:00:00.0;932.1301;672.3205;519.8826;152.4380;734.1863;627.2290;492.6252;134.6039;695.7453;1.0000
